epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,24572.2,0.84433,0.55977,1.18901,0.8789,0.79506,0.87522,0.60985,1.11048,0.7183,1.47164,0.00556975,0.00556975,0.00556975
181,24609.7,0.84544,0.56348,1.17378,0.90669,0.77562,0.88358,0.61471,1.10318,0.69313,1.47491,0.005545,0.005545,0.005545
182,24646.9,0.84776,0.56172,1.18023,0.87509,0.78276,0.86591,0.60079,1.10377,0.74045,1.46627,0.00552025,0.00552025,0.00552025
183,24684.1,0.82801,0.55373,1.17322,0.85711,0.79279,0.87561,0.61731,1.09429,0.74664,1.45689,0.0054955,0.0054955,0.0054955
184,24721.5,0.82705,0.56173,1.17062,0.87112,0.77533,0.86941,0.60665,1.10931,0.73894,1.46294,0.00547075,0.00547075,0.00547075
185,24758.6,0.82722,0.5496,1.17387,0.85605,0.78718,0.86545,0.60724,1.10694,0.73218,1.4684,0.005446,0.005446,0.005446
186,24795.9,0.8199,0.55152,1.16548,0.83971,0.81139,0.86857,0.60951,1.10332,0.73657,1.48143,0.00542125,0.00542125,0.00542125
187,24833.6,0.81918,0.55629,1.16914,0.84717,0.79828,0.86255,0.60512,1.10297,0.73326,1.48162,0.0053965,0.0053965,0.0053965
188,24870.7,0.82288,0.54899,1.17433,0.84866,0.80993,0.87011,0.61098,1.11251,0.72716,1.50946,0.00537175,0.00537175,0.00537175
189,24907.9,0.83168,0.54877,1.18168,0.87445,0.79244,0.87683,0.61073,1.10245,0.7329,1.48548,0.005347,0.005347,0.005347
190,24945.1,0.81327,0.54158,1.16938,0.90454,0.77753,0.88354,0.62204,1.09845,0.73163,1.46782,0.00532225,0.00532225,0.00532225
191,24982.3,0.80947,0.53095,1.15615,0.87324,0.78888,0.87613,0.61259,1.09681,0.72135,1.47318,0.0052975,0.0052975,0.0052975
192,25019.6,0.82194,0.54249,1.16597,0.87299,0.77847,0.87041,0.60708,1.10669,0.72791,1.48738,0.00527275,0.00527275,0.00527275
193,25056.8,0.80215,0.53456,1.15653,0.85201,0.77957,0.86727,0.60545,1.10134,0.74023,1.49212,0.005248,0.005248,0.005248
194,25094.2,0.81028,0.54531,1.15677,0.85957,0.80997,0.88571,0.61768,1.10124,0.71382,1.48347,0.00522325,0.00522325,0.00522325
195,25131.6,0.80729,0.53945,1.16237,0.8826,0.77834,0.87453,0.60835,1.10718,0.7576,1.47985,0.0051985,0.0051985,0.0051985
196,25168.6,0.81502,0.54464,1.16595,0.8171,0.82375,0.86958,0.60708,1.10607,0.74571,1.49073,0.00517375,0.00517375,0.00517375
197,25205.9,0.80413,0.54012,1.15613,0.85162,0.7907,0.87012,0.61143,1.09651,0.7269,1.48424,0.005149,0.005149,0.005149
198,25243,0.80283,0.52948,1.16006,0.87435,0.78329,0.87505,0.61362,1.1053,0.7211,1.47641,0.00512425,0.00512425,0.00512425
199,25280.1,0.80621,0.52932,1.15286,0.85024,0.7953,0.8667,0.60856,1.0927,0.71248,1.47525,0.0050995,0.0050995,0.0050995
200,25317.7,0.80087,0.5278,1.1538,0.86555,0.78838,0.8737,0.60928,1.10149,0.72059,1.48439,0.00507475,0.00507475,0.00507475
201,25354.6,0.81207,0.53752,1.16049,0.88337,0.78918,0.87374,0.60955,1.10059,0.71582,1.48311,0.00505,0.00505,0.00505
202,25391.9,0.79297,0.51208,1.15674,0.84414,0.79844,0.87158,0.61236,1.0887,0.71996,1.46891,0.00502525,0.00502525,0.00502525
203,25429.3,0.80227,0.53195,1.15796,0.84389,0.80783,0.86997,0.61296,1.09847,0.72306,1.47156,0.0050005,0.0050005,0.0050005
204,25466.3,0.79399,0.52472,1.15834,0.84649,0.80076,0.86102,0.60116,1.10588,0.74173,1.49604,0.00497575,0.00497575,0.00497575
205,25503.8,0.7928,0.52236,1.15427,0.86246,0.78379,0.86507,0.60427,1.10402,0.7439,1.49653,0.004951,0.004951,0.004951
206,25541.1,0.79164,0.52196,1.14696,0.85325,0.81156,0.86847,0.60871,1.11262,0.73734,1.50147,0.00492625,0.00492625,0.00492625
207,25578.5,0.78496,0.51689,1.14744,0.85358,0.81162,0.87099,0.61208,1.10756,0.71524,1.49282,0.0049015,0.0049015,0.0049015
208,25615.7,0.80047,0.52318,1.16019,0.87476,0.78503,0.86827,0.61218,1.1105,0.71561,1.49324,0.00487675,0.00487675,0.00487675
209,25652.7,0.78539,0.51957,1.14567,0.85077,0.81622,0.87496,0.61458,1.10669,0.70848,1.48891,0.004852,0.004852,0.004852
210,25690.1,0.7702,0.50622,1.14101,0.86136,0.80157,0.86913,0.61352,1.10074,0.71417,1.48031,0.00482725,0.00482725,0.00482725
211,25727.4,0.7973,0.5371,1.15741,0.8425,0.81401,0.87103,0.61407,1.0895,0.71033,1.47325,0.0048025,0.0048025,0.0048025
212,25764.4,0.78719,0.52289,1.14493,0.87287,0.76253,0.86496,0.60722,1.10366,0.72781,1.4894,0.00477775,0.00477775,0.00477775
213,25802.1,0.78619,0.52612,1.14471,0.86576,0.78425,0.87476,0.6092,1.10464,0.7212,1.49252,0.004753,0.004753,0.004753
214,25839.3,0.77932,0.5151,1.14359,0.85112,0.78039,0.85728,0.60765,1.09488,0.74044,1.49258,0.00472825,0.00472825,0.00472825
215,25876.5,0.78013,0.50553,1.14618,0.85748,0.78606,0.86729,0.61377,1.08719,0.72418,1.49079,0.0047035,0.0047035,0.0047035
216,25913.9,0.76889,0.49468,1.14084,0.84035,0.82537,0.87694,0.61857,1.08638,0.70216,1.49292,0.00467875,0.00467875,0.00467875
217,25950.9,0.76772,0.49996,1.14149,0.86595,0.81187,0.87897,0.61363,1.09352,0.70392,1.49171,0.004654,0.004654,0.004654
218,25988.1,0.77445,0.51008,1.14302,0.84976,0.80934,0.86769,0.60948,1.1066,0.71629,1.50593,0.00462925,0.00462925,0.00462925
219,26025.6,0.77305,0.49934,1.13877,0.87596,0.78887,0.86516,0.60779,1.09769,0.72612,1.49988,0.0046045,0.0046045,0.0046045
220,26063,0.76475,0.4983,1.13686,0.88504,0.7598,0.86173,0.61055,1.10052,0.73866,1.50779,0.00457975,0.00457975,0.00457975
221,26100.4,0.78018,0.50315,1.14458,0.83186,0.79988,0.86733,0.6109,1.09993,0.72748,1.50277,0.004555,0.004555,0.004555
222,26137.5,0.76785,0.49898,1.14007,0.86578,0.78598,0.86928,0.61312,1.09766,0.71999,1.50599,0.00453025,0.00453025,0.00453025
223,26174.7,0.78011,0.50884,1.13507,0.8436,0.80654,0.87757,0.61549,1.10974,0.72243,1.51274,0.0045055,0.0045055,0.0045055
224,26212.1,0.76864,0.50329,1.1398,0.86156,0.78147,0.87357,0.61744,1.09775,0.70579,1.49578,0.00448075,0.00448075,0.00448075
225,26249.1,0.76659,0.49421,1.13039,0.87453,0.78121,0.87143,0.61902,1.09794,0.71958,1.49262,0.004456,0.004456,0.004456
226,26286.8,0.75878,0.49359,1.12468,0.8959,0.75758,0.86536,0.61172,1.08003,0.72926,1.48003,0.00443125,0.00443125,0.00443125
227,26324.1,0.76644,0.49769,1.13028,0.84574,0.79304,0.86593,0.60996,1.09703,0.73003,1.5054,0.0044065,0.0044065,0.0044065
228,26361.4,0.75946,0.50376,1.13607,0.83945,0.79413,0.8635,0.61497,1.08284,0.733,1.48707,0.00438175,0.00438175,0.00438175
229,26398.6,0.74987,0.48599,1.12183,0.86661,0.78376,0.86804,0.61798,1.08725,0.72556,1.49477,0.004357,0.004357,0.004357
230,26435.5,0.74378,0.48176,1.12421,0.84302,0.80254,0.86413,0.61316,1.10493,0.74106,1.51036,0.00433225,0.00433225,0.00433225
231,26472.7,0.7556,0.49411,1.12941,0.87306,0.78684,0.86404,0.60891,1.11452,0.74612,1.52679,0.0043075,0.0043075,0.0043075
232,26510,0.75558,0.49732,1.12638,0.88821,0.7772,0.87175,0.61522,1.10199,0.73663,1.51214,0.00428275,0.00428275,0.00428275
233,26547.1,0.7462,0.48683,1.12656,0.88123,0.77806,0.86876,0.61437,1.0999,0.73764,1.50245,0.004258,0.004258,0.004258
234,26584.5,0.74302,0.48388,1.12642,0.88776,0.77515,0.87415,0.61496,1.10528,0.7345,1.51587,0.00423325,0.00423325,0.00423325
235,26621.7,0.73888,0.47946,1.11978,0.90237,0.75922,0.86862,0.61309,1.12031,0.73298,1.53072,0.0042085,0.0042085,0.0042085
236,26658.9,0.72416,0.47075,1.1084,0.87688,0.77488,0.87538,0.61471,1.12005,0.73081,1.53146,0.00418375,0.00418375,0.00418375
237,26696.2,0.74232,0.487,1.11984,0.88235,0.78039,0.87522,0.61523,1.11408,0.73812,1.52455,0.004159,0.004159,0.004159
238,26733.3,0.73778,0.47975,1.11725,0.85964,0.79494,0.86229,0.60796,1.11337,0.73478,1.5248,0.00413425,0.00413425,0.00413425
239,26770.9,0.73889,0.48283,1.11629,0.89654,0.76666,0.8658,0.61178,1.10938,0.76001,1.52751,0.0041095,0.0041095,0.0041095
240,26808.1,0.72612,0.47431,1.11425,0.88084,0.78054,0.87027,0.61528,1.11242,0.7462,1.5305,0.00408475,0.00408475,0.00408475
241,26845.2,0.73115,0.47292,1.11531,0.86554,0.78077,0.86523,0.61305,1.1023,0.74639,1.52959,0.00406,0.00406,0.00406
242,26882.5,0.7422,0.49264,1.12291,0.86365,0.78296,0.8662,0.60894,1.11175,0.73948,1.53986,0.00403525,0.00403525,0.00403525
243,26919.5,0.73008,0.4838,1.1165,0.87408,0.77478,0.86743,0.60989,1.11643,0.73799,1.54647,0.0040105,0.0040105,0.0040105
244,26956.5,0.72817,0.48678,1.12309,0.86816,0.79345,0.86676,0.60777,1.12439,0.73501,1.5604,0.00398575,0.00398575,0.00398575
245,26994.1,0.73804,0.49192,1.12232,0.87183,0.79991,0.87582,0.61382,1.10711,0.72893,1.53649,0.003961,0.003961,0.003961
246,27031.3,0.73578,0.47595,1.1201,0.89507,0.78893,0.88047,0.61969,1.09632,0.72139,1.52529,0.00393625,0.00393625,0.00393625
247,27068.6,0.73802,0.47484,1.11436,0.86883,0.7981,0.87456,0.61673,1.10357,0.72302,1.52999,0.0039115,0.0039115,0.0039115
248,27105.8,0.73266,0.47365,1.11847,0.90257,0.79735,0.87562,0.6166,1.10462,0.71553,1.52928,0.00388675,0.00388675,0.00388675
249,27143,0.71838,0.46232,1.10894,0.90131,0.79492,0.8779,0.61544,1.09955,0.7063,1.52179,0.003862,0.003862,0.003862
250,27180.6,0.72472,0.47699,1.10739,0.88404,0.80342,0.87502,0.61536,1.10233,0.71376,1.52452,0.00383725,0.00383725,0.00383725
251,27217.8,0.71221,0.46652,1.10625,0.87612,0.80439,0.87374,0.61664,1.10603,0.71051,1.53559,0.0038125,0.0038125,0.0038125
252,27255.2,0.72757,0.47291,1.11166,0.88453,0.79064,0.87313,0.62013,1.09868,0.71194,1.5277,0.00378775,0.00378775,0.00378775
253,27292.3,0.70827,0.46323,1.10348,0.88525,0.79054,0.87683,0.62064,1.10518,0.72692,1.53747,0.003763,0.003763,0.003763
254,27329.4,0.72028,0.46418,1.1093,0.88041,0.8024,0.87633,0.61971,1.11888,0.7264,1.55154,0.00373825,0.00373825,0.00373825
255,27366.8,0.71478,0.46152,1.11323,0.8686,0.80734,0.87816,0.61847,1.10697,0.72572,1.53846,0.0037135,0.0037135,0.0037135
256,27404,0.70375,0.46343,1.1055,0.89133,0.78473,0.87429,0.61529,1.09622,0.71817,1.52503,0.00368875,0.00368875,0.00368875
257,27441.3,0.72827,0.47246,1.11384,0.89413,0.77827,0.87684,0.61997,1.10003,0.72497,1.52578,0.003664,0.003664,0.003664
258,27478.8,0.71226,0.45858,1.10434,0.88279,0.79632,0.87798,0.61847,1.10392,0.72887,1.53575,0.00363925,0.00363925,0.00363925
259,27516,0.71124,0.45886,1.10945,0.87409,0.79987,0.87356,0.61924,1.1041,0.73109,1.53935,0.0036145,0.0036145,0.0036145
260,27553.1,0.70616,0.46361,1.10193,0.88224,0.79674,0.87377,0.62012,1.11031,0.72693,1.54397,0.00358975,0.00358975,0.00358975
261,27590.3,0.71613,0.46315,1.10988,0.88191,0.78914,0.86992,0.61607,1.11361,0.74383,1.54575,0.003565,0.003565,0.003565
262,27627.2,0.70437,0.46175,1.10332,0.85424,0.80588,0.87336,0.61794,1.1067,0.74717,1.54263,0.00354025,0.00354025,0.00354025
263,27664.5,0.7008,0.45673,1.10343,0.85269,0.80718,0.87298,0.61493,1.11211,0.72858,1.54952,0.0035155,0.0035155,0.0035155
264,27701.8,0.71021,0.46099,1.10488,0.87791,0.79015,0.87412,0.61927,1.11118,0.72042,1.54446,0.00349075,0.00349075,0.00349075
265,27739,0.70245,0.44995,1.10246,0.85953,0.80567,0.87296,0.61641,1.10517,0.73353,1.54328,0.003466,0.003466,0.003466
266,27776.5,0.69358,0.4486,1.08987,0.88928,0.78036,0.87478,0.61855,1.11087,0.7305,1.55654,0.00344125,0.00344125,0.00344125
267,27813.6,0.70273,0.45794,1.09598,0.87254,0.80002,0.8724,0.61435,1.10989,0.72372,1.55666,0.0034165,0.0034165,0.0034165
268,27850.9,0.69922,0.45446,1.0968,0.86249,0.79401,0.86774,0.61127,1.11076,0.73737,1.55273,0.00339175,0.00339175,0.00339175
269,27888.1,0.69211,0.43989,1.09371,0.87322,0.78888,0.86475,0.60725,1.10602,0.73769,1.54888,0.003367,0.003367,0.003367
270,27925.3,0.70033,0.4569,1.10071,0.86949,0.7936,0.86816,0.61281,1.10754,0.73232,1.54444,0.00334225,0.00334225,0.00334225
271,27962.8,0.68463,0.44504,1.0906,0.86465,0.80653,0.8697,0.61159,1.1064,0.73872,1.54116,0.0033175,0.0033175,0.0033175
272,27999.9,0.69138,0.44656,1.09188,0.8523,0.80862,0.87594,0.61809,1.10248,0.72403,1.53542,0.00329275,0.00329275,0.00329275
273,28037.2,0.68262,0.443,1.08836,0.89607,0.77933,0.87644,0.61828,1.11535,0.72724,1.55119,0.003268,0.003268,0.003268
274,28074.5,0.6759,0.44138,1.08098,0.89448,0.78133,0.87408,0.61792,1.11343,0.72743,1.55193,0.00324325,0.00324325,0.00324325
275,28111.4,0.69074,0.4497,1.09017,0.88801,0.79285,0.87373,0.61571,1.10666,0.73272,1.5473,0.0032185,0.0032185,0.0032185
276,28148.7,0.69074,0.44135,1.09402,0.88275,0.80511,0.87157,0.61389,1.10991,0.72523,1.54597,0.00319375,0.00319375,0.00319375
277,28186,0.67557,0.43624,1.08591,0.86636,0.81693,0.87008,0.61246,1.11027,0.71423,1.55407,0.003169,0.003169,0.003169
278,28223.3,0.67994,0.43738,1.09277,0.87879,0.7982,0.87211,0.61369,1.10356,0.71849,1.55267,0.00314425,0.00314425,0.00314425
279,28260.7,0.68089,0.44094,1.08813,0.86939,0.79977,0.87393,0.61484,1.09981,0.72588,1.54554,0.0031195,0.0031195,0.0031195
280,28297.7,0.68437,0.43464,1.08758,0.84108,0.81467,0.87207,0.61319,1.09912,0.73233,1.54168,0.00309475,0.00309475,0.00309475
281,28334.9,0.67544,0.43322,1.0881,0.87873,0.77891,0.87037,0.61222,1.09455,0.73173,1.53618,0.00307,0.00307,0.00307
282,28372.2,0.67321,0.43439,1.08619,0.8902,0.76399,0.8743,0.61408,1.09221,0.72179,1.53225,0.00304525,0.00304525,0.00304525
283,28409.1,0.67742,0.44253,1.08664,0.8606,0.78434,0.87436,0.61719,1.10185,0.7235,1.54081,0.0030205,0.0030205,0.0030205
284,28446.5,0.66847,0.42922,1.08283,0.86312,0.78187,0.87802,0.61939,1.10044,0.7265,1.53811,0.00299575,0.00299575,0.00299575
285,28483.8,0.67113,0.43757,1.08324,0.88061,0.77559,0.88074,0.61963,1.10497,0.7255,1.53916,0.002971,0.002971,0.002971
286,28520.9,0.67604,0.43786,1.08752,0.85414,0.81066,0.88049,0.62027,1.09803,0.71975,1.53177,0.00294625,0.00294625,0.00294625
287,28558.2,0.66612,0.4389,1.08151,0.84711,0.81436,0.88212,0.61913,1.1038,0.71823,1.53153,0.0029215,0.0029215,0.0029215
288,28595,0.66183,0.42229,1.08414,0.84348,0.81607,0.88381,0.61383,1.10857,0.71765,1.53825,0.00289675,0.00289675,0.00289675
289,28632.2,0.67042,0.43531,1.07878,0.87162,0.79885,0.88264,0.61661,1.11137,0.72042,1.54619,0.002872,0.002872,0.002872
290,28669.6,0.66873,0.43027,1.0758,0.87102,0.79891,0.88299,0.61717,1.10564,0.71999,1.54282,0.00284725,0.00284725,0.00284725
